School,Housing_Type,Mother_Education,Father_Education,Mother_Work,Reason_School_Choice,Commute_Time,Weekly_Study_Time,Desire_Graduate_Education,Has_Internet,Alcohol_Weekdays,Alcohol_Weekends,Grade
Mousinho da Silveira,Urban,High Education,High Education,Work,Near Home and Other,Up to 30 min,More than 2h,Yes,Yes,Low,High,Pass
Mousinho da Silveira,Rural,Secondary Education,Low Education,Work,Near Home and Other,Up to 30 min,Up to 2h,Yes,Yes,Low,Low,Fail
Mousinho da Silveira,Urban,Secondary Education,High Education,Work,Near Home and Other,Up to 30 min,More than 2h,Yes,Yes,Low,Low,Pass
Mousinho da Silveira,Rural,Low Education,Low Education,Work,Near Home and Other,Up to 30 min,Up to 2h,Yes,No,Low,Low,Fail
Mousinho da Silveira,Rural,High Education,Low Education,Work,Near Home and Other,Up to 30 min,Up to 2h,Yes,No,High,Low,Fail
Mousinho da Silveira,Rural,Secondary Education,Low Education,Homemaker,Near Home and Other,Up to 30 min,More than 2h,Yes,No,Low,Low,Pass
Mousinho da Silveira,Urban,High Education,High Education,Work,Near Home and Other,Up to 30 min,More than 2h,Yes,Yes,Low,Low,Fail
Mousinho da Silveira,Rural,High Education,High Education,Work,Reputation,More than 30 min,Up to 2h,Yes,Yes,Low,Low,Fail
Mousinho da Silveira,Rural,Secondary Education,High Education,Work,Course Preference,Up to 30 min,More than 2h,Yes,Yes,Low,Low,Pass
Mousinho da Silveira,Urban,High Education,Low Education,Work,Course Preference,Up to 30 min,More than 2h,Yes,Yes,Low,Low,Pass
Mousinho da Silveira,Urban,Low Education,Low Education,Work,Course Preference,Up to 30 min,More than 2h,Yes,No,Low,Low,Pass
Mousinho da Silveira,Urban,High Education,Low Education,Work,Course Preference,Up to 30 min,Up to 2h,Yes,Yes,High,High,Pass
Mousinho da Silveira,Rural,High Education,Low Education,Work,Course Preference,More than 30 min,Up to 2h,Yes,Yes,High,High,Pass
